stt, month ,make,importer_type,fuel_type,vehicle_type,number,,
36328, 2023-07 ,FERRARI,AMD,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36329, 2023-07 ,FERRARI,PI,Petrol,Multi-purpose Vehicle,,,
36330, 2023-07 ,FIAT,PI,Electric,Multi-purpose Vehicle,,,
36331, 2023-07 ,HONDA,AMD,Petrol,Multi-purpose Vehicle,20,,
36332, 2023-07 ,HONDA,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36333, 2023-07 ,HONDA,PI,Petrol,Multi-purpose Vehicle,,,
36334, 2023-07 ,HONDA,PI,Petrol-Electric,Multi-purpose Vehicle,22,,
36335, 2023-07 ,HYUNDAI,AMD,Petrol,Multi-purpose Vehicle,1,,
36336, 2023-07 ,HYUNDAI,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36337, 2023-07 ,HYUNDAI,AMD,Electric,Multi-purpose Vehicle,,,
36338, 2023-07 ,JAGUAR,AMD,Petrol,Multi-purpose Vehicle,,,
36339, 2023-07 ,JAGUAR,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36340, 2023-07 ,JEEP,AMD,Petrol,Multi-purpose Vehicle,,,
36341, 2023-07 ,KIA,AMD,Petrol,Multi-purpose Vehicle,,,
36342, 2023-07 ,KIA,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36343, 2023-07 ,KIA,AMD,Electric,Multi-purpose Vehicle,,,
36344, 2023-07 ,LAND ROVER,AMD,Petrol,Multi-purpose Vehicle,,,
36345, 2023-07 ,LAND ROVER,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36346, 2023-07 ,LOTUS,AMD,Petrol,Multi-purpose Vehicle,,,
36347, 2023-07 ,M.G.,AMD,Petrol,Multi-purpose Vehicle,,,
36348, 2023-07 ,M.G.,AMD,Electric,Multi-purpose Vehicle,,,
36349, 2023-07 ,MASERATI,AMD,Petrol,Multi-purpose Vehicle,,,
36350, 2023-07 ,MASERATI,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36351, 2023-07 ,MAZDA,AMD,Petrol,Multi-purpose Vehicle,,,
36352, 2023-07 ,MAZDA,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36353, 2023-07 ,MCLAREN,AMD,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36354, 2023-07 ,MERCEDES BENZ,AMD,Petrol,Multi-purpose Vehicle,,,
36355, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36356, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36357, 2023-07 ,MERCEDES BENZ,AMD,Electric,Multi-purpose Vehicle,1,,
36358, 2023-07 ,MERCEDES BENZ,PI,Petrol,Multi-purpose Vehicle,,,
36359, 2023-07 ,MERCEDES BENZ,PI,Diesel,Multi-purpose Vehicle,,,
36360, 2023-07 ,MERCEDES BENZ,PI,Petrol-Electric,Multi-purpose Vehicle,,,
36361, 2023-07 ,MERCEDES BENZ,PI,Electric,Multi-purpose Vehicle,1,,
36362, 2023-07 ,MINI,AMD,Petrol,Multi-purpose Vehicle,,,
36363, 2023-07 ,MINI,PI,Petrol,Multi-purpose Vehicle,,,
36364, 2023-07 ,MITSUBISHI,AMD,Petrol,Multi-purpose Vehicle,,,
36365, 2023-07 ,NISSAN,AMD,Petrol-Electric,Multi-purpose Vehicle,81,,
36366, 2023-07 ,NISSAN,AMD,Electric,Multi-purpose Vehicle,,,
36367, 2023-07 ,OPEL,AMD,Petrol,Multi-purpose Vehicle,1,,
36368, 2023-07 ,OPEL,AMD,Electric,Multi-purpose Vehicle,2,,
36369, 2023-07 ,PEUGEOT,AMD,Petrol,Multi-purpose Vehicle,,,
36370, 2023-07 ,PEUGEOT,AMD,Electric,Multi-purpose Vehicle,,,
36371, 2023-07 ,POLESTAR,AMD,Electric,Multi-purpose Vehicle,,,
36372, 2023-07 ,PORSCHE,AMD,Petrol,Multi-purpose Vehicle,,,
36373, 2023-07 ,PORSCHE,AMD,Electric,Multi-purpose Vehicle,,,
36374, 2023-07 ,PORSCHE,PI,Petrol,Multi-purpose Vehicle,,,
36375, 2023-07 ,PORSCHE,PI,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36376, 2023-07 ,PORSCHE,PI,Electric,Multi-purpose Vehicle,,,
36377, 2023-07 ,ROLLS ROYCE,AMD,Petrol,Multi-purpose Vehicle,,,
36378, 2023-07 ,ROLLS ROYCE,PI,Petrol,Multi-purpose Vehicle,,,
36379, 2023-07 ,SEAT,AMD,Petrol,Multi-purpose Vehicle,,,
36380, 2023-07 ,SEAT,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36381, 2023-07 ,SKODA,AMD,Petrol,Multi-purpose Vehicle,,,
36382, 2023-07 ,SKODA,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36383, 2023-07 ,SSANGYONG,AMD,Diesel,Multi-purpose Vehicle,,,
36384, 2023-07 ,SUBARU,AMD,Petrol,Multi-purpose Vehicle,,,
36385, 2023-07 ,SUBARU,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36386, 2023-07 ,SUZUKI,AMD,Petrol,Multi-purpose Vehicle,,,
36387, 2023-07 ,SUZUKI,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36388, 2023-07 ,SUZUKI,PI,Petrol-Electric,Multi-purpose Vehicle,22,,
36389, 2023-07 ,TESLA,AMD,Electric,Multi-purpose Vehicle,,,
36390, 2023-07 ,TOYOTA,AMD,Petrol,Multi-purpose Vehicle,,,
36391, 2023-07 ,TOYOTA,AMD,Petrol-Electric,Multi-purpose Vehicle,140,,
36392, 2023-07 ,TOYOTA,AMD,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36393, 2023-07 ,TOYOTA,AMD,Electric,Multi-purpose Vehicle,,,
36394, 2023-07 ,TOYOTA,PI,Petrol,Multi-purpose Vehicle,26,,
36395, 2023-07 ,TOYOTA,PI,Petrol-Electric,Multi-purpose Vehicle,125,,
36396, 2023-07 ,VOLKSWAGEN,AMD,Petrol,Multi-purpose Vehicle,,,
36397, 2023-07 ,VOLKSWAGEN,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36398, 2023-07 ,VOLKSWAGEN,PI,Petrol,Multi-purpose Vehicle,,,
36399, 2023-07 ,VOLVO,AMD,Petrol-Electric,Multi-purpose Vehicle,,,
36400, 2023-07 ,VOLVO,AMD,Petrol-Electric (Plug-In),Multi-purpose Vehicle,,,
36401, 2023-07 ,VOLVO,AMD,Electric,Multi-purpose Vehicle,,,
36402, 2023-07 ,VOLVO,PI,Petrol,Multi-purpose Vehicle,,,
36403, 2023-07 ,AUDI,AMD,Petrol,Station-wagon,,,
36404, 2023-07 ,AUDI,AMD,Petrol-Electric,Station-wagon,,,
36405, 2023-07 ,AUDI,AMD,Electric,Station-wagon,,,
36406, 2023-07 ,AUSTIN,PI,Petrol,Station-wagon,1,,
36407, 2023-07 ,B.M.W.,AMD,Petrol,Station-wagon,2,,
36408, 2023-07 ,B.M.W.,AMD,Petrol-Electric,Station-wagon,,,
36409, 2023-07 ,B.M.W.,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36410, 2023-07 ,B.M.W.,AMD,Electric,Station-wagon,,,
36411, 2023-07 ,B.M.W.,PI,Petrol,Station-wagon,,,
36412, 2023-07 ,B.M.W.,PI,Diesel-Electric,Station-wagon,,,
36413, 2023-07 ,BENTLEY,PI,Petrol,Station-wagon,,,
36414, 2023-07 ,BYD,AMD,Electric,Station-wagon,,,
36415, 2023-07 ,CHEVROLET,PI,Petrol,Station-wagon,,,
36416, 2023-07 ,CITROEN,AMD,Petrol,Station-wagon,,,
36417, 2023-07 ,CITROEN,AMD,Electric,Station-wagon,,,
36418, 2023-07 ,FERRARI,AMD,Petrol,Station-wagon,,,
36419, 2023-07 ,FERRARI,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36420, 2023-07 ,FERRARI,PI,Petrol,Station-wagon,,,
36421, 2023-07 ,FIAT,PI,Electric,Station-wagon,,,
36422, 2023-07 ,HONDA,AMD,Petrol,Station-wagon,,,
36423, 2023-07 ,HONDA,AMD,Petrol-Electric,Station-wagon,,,
36424, 2023-07 ,HONDA,PI,Petrol,Station-wagon,15,,
36425, 2023-07 ,HONDA,PI,Petrol-Electric,Station-wagon,7,,
36426, 2023-07 ,HYUNDAI,AMD,Petrol,Station-wagon,,,
36427, 2023-07 ,HYUNDAI,AMD,Petrol-Electric,Station-wagon,,,
36428, 2023-07 ,HYUNDAI,AMD,Electric,Station-wagon,,,
36429, 2023-07 ,JAGUAR,AMD,Petrol,Station-wagon,,,
36430, 2023-07 ,JAGUAR,AMD,Petrol-Electric,Station-wagon,,,
36431, 2023-07 ,JEEP,AMD,Petrol,Station-wagon,,,
36432, 2023-07 ,KIA,AMD,Petrol,Station-wagon,,,
36433, 2023-07 ,KIA,AMD,Petrol-Electric,Station-wagon,,,
36434, 2023-07 ,KIA,AMD,Electric,Station-wagon,,,
36435, 2023-07 ,LAND ROVER,AMD,Petrol,Station-wagon,,,
36436, 2023-07 ,LAND ROVER,AMD,Petrol-Electric,Station-wagon,,,
36437, 2023-07 ,LOTUS,AMD,Petrol,Station-wagon,,,
36438, 2023-07 ,M.G.,AMD,Petrol,Station-wagon,,,
36439, 2023-07 ,M.G.,AMD,Electric,Station-wagon,1,,
36440, 2023-07 ,MASERATI,AMD,Petrol,Station-wagon,,,
36441, 2023-07 ,MASERATI,AMD,Petrol-Electric,Station-wagon,,,
36442, 2023-07 ,MAZDA,AMD,Petrol,Station-wagon,,,
36443, 2023-07 ,MAZDA,AMD,Petrol-Electric,Station-wagon,,,
36444, 2023-07 ,MCLAREN,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36445, 2023-07 ,MERCEDES BENZ,AMD,Petrol,Station-wagon,,,
36446, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric,Station-wagon,,,
36447, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36448, 2023-07 ,MERCEDES BENZ,AMD,Electric,Station-wagon,,,
36449, 2023-07 ,MERCEDES BENZ,PI,Petrol,Station-wagon,,,
36450, 2023-07 ,MERCEDES BENZ,PI,Diesel,Station-wagon,,,
36451, 2023-07 ,MERCEDES BENZ,PI,Petrol-Electric,Station-wagon,,,
36452, 2023-07 ,MERCEDES BENZ,PI,Electric,Station-wagon,,,
36453, 2023-07 ,MINI,AMD,Petrol,Station-wagon,,,
36454, 2023-07 ,MINI,PI,Petrol,Station-wagon,,,
36455, 2023-07 ,MITSUBISHI,AMD,Petrol,Station-wagon,,,
36456, 2023-07 ,NISSAN,AMD,Petrol-Electric,Station-wagon,,,
36457, 2023-07 ,NISSAN,AMD,Electric,Station-wagon,,,
36458, 2023-07 ,OPEL,AMD,Petrol,Station-wagon,,,
36459, 2023-07 ,OPEL,AMD,Electric,Station-wagon,,,
36460, 2023-07 ,PEUGEOT,AMD,Petrol,Station-wagon,,,
36461, 2023-07 ,PEUGEOT,AMD,Electric,Station-wagon,,,
36462, 2023-07 ,POLESTAR,AMD,Electric,Station-wagon,,,
36463, 2023-07 ,PORSCHE,AMD,Petrol,Station-wagon,,,
36464, 2023-07 ,PORSCHE,AMD,Electric,Station-wagon,1,,
36465, 2023-07 ,PORSCHE,PI,Petrol,Station-wagon,,,
36466, 2023-07 ,PORSCHE,PI,Petrol-Electric (Plug-In),Station-wagon,,,
36467, 2023-07 ,PORSCHE,PI,Electric,Station-wagon,2,,
36468, 2023-07 ,ROLLS ROYCE,AMD,Petrol,Station-wagon,,,
36469, 2023-07 ,ROLLS ROYCE,PI,Petrol,Station-wagon,,,
36470, 2023-07 ,SEAT,AMD,Petrol,Station-wagon,,,
36471, 2023-07 ,SEAT,AMD,Petrol-Electric,Station-wagon,,,
36472, 2023-07 ,SKODA,AMD,Petrol,Station-wagon,,,
36473, 2023-07 ,SKODA,AMD,Petrol-Electric,Station-wagon,,,
36474, 2023-07 ,SSANGYONG,AMD,Diesel,Station-wagon,,,
36475, 2023-07 ,SUBARU,AMD,Petrol,Station-wagon,1,,
36476, 2023-07 ,SUBARU,AMD,Petrol-Electric,Station-wagon,,,
36477, 2023-07 ,SUZUKI,AMD,Petrol,Station-wagon,,,
36478, 2023-07 ,SUZUKI,AMD,Petrol-Electric,Station-wagon,,,
36479, 2023-07 ,SUZUKI,PI,Petrol-Electric,Station-wagon,,,
36480, 2023-07 ,TESLA,AMD,Electric,Station-wagon,,,
36481, 2023-07 ,TOYOTA,AMD,Petrol,Station-wagon,,,
36482, 2023-07 ,TOYOTA,AMD,Petrol-Electric,Station-wagon,,,
36483, 2023-07 ,TOYOTA,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36484, 2023-07 ,TOYOTA,AMD,Electric,Station-wagon,,,
36485, 2023-07 ,TOYOTA,PI,Petrol,Station-wagon,,,
36486, 2023-07 ,TOYOTA,PI,Petrol-Electric,Station-wagon,,,
36487, 2023-07 ,VOLKSWAGEN,AMD,Petrol,Station-wagon,,,
36488, 2023-07 ,VOLKSWAGEN,AMD,Petrol-Electric,Station-wagon,,,
36489, 2023-07 ,VOLKSWAGEN,PI,Petrol,Station-wagon,1,,
36490, 2023-07 ,VOLVO,AMD,Petrol-Electric,Station-wagon,4,,
36491, 2023-07 ,VOLVO,AMD,Petrol-Electric (Plug-In),Station-wagon,,,
36492, 2023-07 ,VOLVO,AMD,Electric,Station-wagon,,,
36493, 2023-07 ,VOLVO,PI,Petrol,Station-wagon,,,
36494, 2023-07 ,AUDI,AMD,Petrol,Sports Utility Vehicle,1,,
36495, 2023-07 ,AUDI,AMD,Petrol-Electric,Sports Utility Vehicle,5,,
36496, 2023-07 ,AUDI,AMD,Electric,Sports Utility Vehicle,3,,
36497, 2023-07 ,AUSTIN,PI,Petrol,Sports Utility Vehicle,,,
36498, 2023-07 ,B.M.W.,AMD,Petrol,Sports Utility Vehicle,47,,
36499, 2023-07 ,B.M.W.,AMD,Petrol-Electric,Sports Utility Vehicle,24,,
36500, 2023-07 ,B.M.W.,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,1,,
36501, 2023-07 ,B.M.W.,AMD,Electric,Sports Utility Vehicle,65,,
36502, 2023-07 ,B.M.W.,PI,Petrol,Sports Utility Vehicle,1,,
36503, 2023-07 ,B.M.W.,PI,Diesel-Electric,Sports Utility Vehicle,,,
36504, 2023-07 ,BENTLEY,PI,Petrol,Sports Utility Vehicle,,,
36505, 2023-07 ,BYD,AMD,Electric,Sports Utility Vehicle,104,,
36506, 2023-07 ,CHEVROLET,PI,Petrol,Sports Utility Vehicle,,,
36507, 2023-07 ,CITROEN,AMD,Petrol,Sports Utility Vehicle,33,,
36508, 2023-07 ,CITROEN,AMD,Electric,Sports Utility Vehicle,1,,
36509, 2023-07 ,FERRARI,AMD,Petrol,Sports Utility Vehicle,,,
36510, 2023-07 ,FERRARI,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,,,
36511, 2023-07 ,FERRARI,PI,Petrol,Sports Utility Vehicle,,,
36512, 2023-07 ,FIAT,PI,Electric,Sports Utility Vehicle,,,
36513, 2023-07 ,HONDA,AMD,Petrol,Sports Utility Vehicle,15,,
36514, 2023-07 ,HONDA,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36515, 2023-07 ,HONDA,PI,Petrol,Sports Utility Vehicle,56,,
36516, 2023-07 ,HONDA,PI,Petrol-Electric,Sports Utility Vehicle,5,,
36517, 2023-07 ,HYUNDAI,AMD,Petrol,Sports Utility Vehicle,2,,
36518, 2023-07 ,HYUNDAI,AMD,Petrol-Electric,Sports Utility Vehicle,15,,
36519, 2023-07 ,HYUNDAI,AMD,Electric,Sports Utility Vehicle,89,,
36520, 2023-07 ,JAGUAR,AMD,Petrol,Sports Utility Vehicle,3,,
36521, 2023-07 ,JAGUAR,AMD,Petrol-Electric,Sports Utility Vehicle,1,,
36522, 2023-07 ,JEEP,AMD,Petrol,Sports Utility Vehicle,4,,
36523, 2023-07 ,KIA,AMD,Petrol,Sports Utility Vehicle,,,
36524, 2023-07 ,KIA,AMD,Petrol-Electric,Sports Utility Vehicle,63,,
36525, 2023-07 ,KIA,AMD,Electric,Sports Utility Vehicle,6,,
36526, 2023-07 ,LAND ROVER,AMD,Petrol,Sports Utility Vehicle,3,,
36527, 2023-07 ,LAND ROVER,AMD,Petrol-Electric,Sports Utility Vehicle,12,,
36528, 2023-07 ,LOTUS,AMD,Petrol,Sports Utility Vehicle,,,
36529, 2023-07 ,M.G.,AMD,Petrol,Sports Utility Vehicle,17,,
36530, 2023-07 ,M.G.,AMD,Electric,Sports Utility Vehicle,13,,
36531, 2023-07 ,MASERATI,AMD,Petrol,Sports Utility Vehicle,1,,
36532, 2023-07 ,MASERATI,AMD,Petrol-Electric,Sports Utility Vehicle,8,,
36533, 2023-07 ,MAZDA,AMD,Petrol,Sports Utility Vehicle,29,,
36534, 2023-07 ,MAZDA,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36535, 2023-07 ,MCLAREN,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,,,
36536, 2023-07 ,MERCEDES BENZ,AMD,Petrol,Sports Utility Vehicle,96,,
36537, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric,Sports Utility Vehicle,13,,
36538, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,2,,
36539, 2023-07 ,MERCEDES BENZ,AMD,Electric,Sports Utility Vehicle,15,,
36540, 2023-07 ,MERCEDES BENZ,PI,Petrol,Sports Utility Vehicle,7,,
36541, 2023-07 ,MERCEDES BENZ,PI,Diesel,Sports Utility Vehicle,1,,
36542, 2023-07 ,MERCEDES BENZ,PI,Petrol-Electric,Sports Utility Vehicle,5,,
36543, 2023-07 ,MERCEDES BENZ,PI,Electric,Sports Utility Vehicle,1,,
36544, 2023-07 ,MINI,AMD,Petrol,Sports Utility Vehicle,,,
36545, 2023-07 ,MINI,PI,Petrol,Sports Utility Vehicle,,,
36546, 2023-07 ,MITSUBISHI,AMD,Petrol,Sports Utility Vehicle,4,,
36547, 2023-07 ,NISSAN,AMD,Petrol-Electric,Sports Utility Vehicle,28,,
36548, 2023-07 ,NISSAN,AMD,Electric,Sports Utility Vehicle,,,
36549, 2023-07 ,OPEL,AMD,Petrol,Sports Utility Vehicle,,,
36550, 2023-07 ,OPEL,AMD,Electric,Sports Utility Vehicle,1,,
36551, 2023-07 ,PEUGEOT,AMD,Petrol,Sports Utility Vehicle,17,,
36552, 2023-07 ,PEUGEOT,AMD,Electric,Sports Utility Vehicle,21,,
36553, 2023-07 ,POLESTAR,AMD,Electric,Sports Utility Vehicle,,,
36554, 2023-07 ,PORSCHE,AMD,Petrol,Sports Utility Vehicle,15,,
36555, 2023-07 ,PORSCHE,AMD,Electric,Sports Utility Vehicle,,,
36556, 2023-07 ,PORSCHE,PI,Petrol,Sports Utility Vehicle,3,,
36557, 2023-07 ,PORSCHE,PI,Petrol-Electric (Plug-In),Sports Utility Vehicle,3,,
36558, 2023-07 ,PORSCHE,PI,Electric,Sports Utility Vehicle,,,
36559, 2023-07 ,ROLLS ROYCE,AMD,Petrol,Sports Utility Vehicle,1,,
36560, 2023-07 ,ROLLS ROYCE,PI,Petrol,Sports Utility Vehicle,4,,
36561, 2023-07 ,SEAT,AMD,Petrol,Sports Utility Vehicle,3,,
36562, 2023-07 ,SEAT,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36563, 2023-07 ,SKODA,AMD,Petrol,Sports Utility Vehicle,12,,
36564, 2023-07 ,SKODA,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36565, 2023-07 ,SSANGYONG,AMD,Diesel,Sports Utility Vehicle,2,,
36566, 2023-07 ,SUBARU,AMD,Petrol,Sports Utility Vehicle,3,,
36567, 2023-07 ,SUBARU,AMD,Petrol-Electric,Sports Utility Vehicle,11,,
36568, 2023-07 ,SUZUKI,AMD,Petrol,Sports Utility Vehicle,,,
36569, 2023-07 ,SUZUKI,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36570, 2023-07 ,SUZUKI,PI,Petrol-Electric,Sports Utility Vehicle,,,
36571, 2023-07 ,TESLA,AMD,Electric,Sports Utility Vehicle,31,,
36572, 2023-07 ,TOYOTA,AMD,Petrol,Sports Utility Vehicle,,,
36573, 2023-07 ,TOYOTA,AMD,Petrol-Electric,Sports Utility Vehicle,101,,
36574, 2023-07 ,TOYOTA,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,4,,
36575, 2023-07 ,TOYOTA,AMD,Electric,Sports Utility Vehicle,4,,
36576, 2023-07 ,TOYOTA,PI,Petrol,Sports Utility Vehicle,48,,
36577, 2023-07 ,TOYOTA,PI,Petrol-Electric,Sports Utility Vehicle,28,,
36578, 2023-07 ,VOLKSWAGEN,AMD,Petrol,Sports Utility Vehicle,14,,
36579, 2023-07 ,VOLKSWAGEN,AMD,Petrol-Electric,Sports Utility Vehicle,,,
36580, 2023-07 ,VOLKSWAGEN,PI,Petrol,Sports Utility Vehicle,,,
36581, 2023-07 ,VOLVO,AMD,Petrol-Electric,Sports Utility Vehicle,11,,
36582, 2023-07 ,VOLVO,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,1,,
36583, 2023-07 ,VOLVO,AMD,Electric,Sports Utility Vehicle,14,,
36584, 2023-07 ,VOLVO,PI,Petrol,Sports Utility Vehicle,,,
36585, 2023-07 ,AUDI,AMD,Petrol,Coupe/ Convertible,,,
36586, 2023-07 ,AUDI,AMD,Petrol-Electric,Coupe/ Convertible,1,,
36587, 2023-07 ,AUDI,AMD,Electric,Coupe/ Convertible,,,
36588, 2023-07 ,AUSTIN,PI,Petrol,Coupe/ Convertible,,,
36589, 2023-07 ,B.M.W.,AMD,Petrol,Coupe/ Convertible,14,,
36590, 2023-07 ,B.M.W.,AMD,Petrol-Electric,Coupe/ Convertible,,,
36591, 2023-07 ,B.M.W.,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,,,
36592, 2023-07 ,B.M.W.,AMD,Electric,Coupe/ Convertible,4,,
36593, 2023-07 ,B.M.W.,PI,Petrol,Coupe/ Convertible,1,,
36594, 2023-07 ,B.M.W.,PI,Diesel-Electric,Coupe/ Convertible,1,,
36595, 2023-07 ,BENTLEY,PI,Petrol,Coupe/ Convertible,2,,
36596, 2023-07 ,BYD,AMD,Electric,Coupe/ Convertible,,,
36597, 2023-07 ,CHEVROLET,PI,Petrol,Coupe/ Convertible,1,,
36598, 2023-07 ,CITROEN,AMD,Petrol,Coupe/ Convertible,,,
36599, 2023-07 ,CITROEN,AMD,Electric,Coupe/ Convertible,,,
36600, 2023-07 ,FERRARI,AMD,Petrol,Coupe/ Convertible,1,,
36601, 2023-07 ,FERRARI,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,3,,
36602, 2023-07 ,FERRARI,PI,Petrol,Coupe/ Convertible,2,,
36603, 2023-07 ,FIAT,PI,Electric,Coupe/ Convertible,,,
36604, 2023-07 ,HONDA,AMD,Petrol,Coupe/ Convertible,,,
36605, 2023-07 ,HONDA,AMD,Petrol-Electric,Coupe/ Convertible,,,
36606, 2023-07 ,HONDA,PI,Petrol,Coupe/ Convertible,,,
36607, 2023-07 ,HONDA,PI,Petrol-Electric,Coupe/ Convertible,,,
36608, 2023-07 ,HYUNDAI,AMD,Petrol,Coupe/ Convertible,,,
36609, 2023-07 ,HYUNDAI,AMD,Petrol-Electric,Coupe/ Convertible,,,
36610, 2023-07 ,HYUNDAI,AMD,Electric,Coupe/ Convertible,,,
36611, 2023-07 ,JAGUAR,AMD,Petrol,Coupe/ Convertible,,,
36612, 2023-07 ,JAGUAR,AMD,Petrol-Electric,Coupe/ Convertible,,,
36613, 2023-07 ,JEEP,AMD,Petrol,Coupe/ Convertible,,,
36614, 2023-07 ,KIA,AMD,Petrol,Coupe/ Convertible,,,
36615, 2023-07 ,KIA,AMD,Petrol-Electric,Coupe/ Convertible,,,
36616, 2023-07 ,KIA,AMD,Electric,Coupe/ Convertible,,,
36617, 2023-07 ,LAND ROVER,AMD,Petrol,Coupe/ Convertible,,,
36618, 2023-07 ,LAND ROVER,AMD,Petrol-Electric,Coupe/ Convertible,,,
36619, 2023-07 ,LOTUS,AMD,Petrol,Coupe/ Convertible,2,,
36620, 2023-07 ,M.G.,AMD,Petrol,Coupe/ Convertible,,,
36621, 2023-07 ,M.G.,AMD,Electric,Coupe/ Convertible,,,
36622, 2023-07 ,MASERATI,AMD,Petrol,Coupe/ Convertible,,,
36623, 2023-07 ,MASERATI,AMD,Petrol-Electric,Coupe/ Convertible,,,
36624, 2023-07 ,MAZDA,AMD,Petrol,Coupe/ Convertible,,,
36625, 2023-07 ,MAZDA,AMD,Petrol-Electric,Coupe/ Convertible,,,
36626, 2023-07 ,MCLAREN,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,2,,
36627, 2023-07 ,MERCEDES BENZ,AMD,Petrol,Coupe/ Convertible,23,,
36628, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric,Coupe/ Convertible,,,
36629, 2023-07 ,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,,,
36630, 2023-07 ,MERCEDES BENZ,AMD,Electric,Coupe/ Convertible,,,
36631, 2023-07 ,MERCEDES BENZ,PI,Petrol,Coupe/ Convertible,,,
36632, 2023-07 ,MERCEDES BENZ,PI,Diesel,Coupe/ Convertible,,,
36633, 2023-07 ,MERCEDES BENZ,PI,Petrol-Electric,Coupe/ Convertible,,,
36634, 2023-07 ,MERCEDES BENZ,PI,Electric,Coupe/ Convertible,,,
36635, 2023-07 ,MINI,AMD,Petrol,Coupe/ Convertible,,,
36636, 2023-07 ,MINI,PI,Petrol,Coupe/ Convertible,,,
36637, 2023-07 ,MITSUBISHI,AMD,Petrol,Coupe/ Convertible,,,
36638, 2023-07 ,NISSAN,AMD,Petrol-Electric,Coupe/ Convertible,,,
36639, 2023-07 ,NISSAN,AMD,Electric,Coupe/ Convertible,,,
36640, 2023-07 ,OPEL,AMD,Petrol,Coupe/ Convertible,,,
36641, 2023-07 ,OPEL,AMD,Electric,Coupe/ Convertible,,,
36642, 2023-07 ,PEUGEOT,AMD,Petrol,Coupe/ Convertible,,,
36643, 2023-07 ,PEUGEOT,AMD,Electric,Coupe/ Convertible,,,
36644, 2023-07 ,POLESTAR,AMD,Electric,Coupe/ Convertible,,,
36645, 2023-07 ,PORSCHE,AMD,Petrol,Coupe/ Convertible,16,,
36646, 2023-07 ,PORSCHE,AMD,Electric,Coupe/ Convertible,,,
36647, 2023-07 ,PORSCHE,PI,Petrol,Coupe/ Convertible,4,,
36648, 2023-07 ,PORSCHE,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,,,
36649, 2023-07 ,PORSCHE,PI,Electric,Coupe/ Convertible,2,,
36650, 2023-07 ,ROLLS ROYCE,AMD,Petrol,Coupe/ Convertible,,,
36651, 2023-07 ,ROLLS ROYCE,PI,Petrol,Coupe/ Convertible,,,
36652, 2023-07 ,SEAT,AMD,Petrol,Coupe/ Convertible,,,
36653, 2023-07 ,SEAT,AMD,Petrol-Electric,Coupe/ Convertible,,,
36654, 2023-07 ,SKODA,AMD,Petrol,Coupe/ Convertible,,,
36655, 2023-07 ,SKODA,AMD,Petrol-Electric,Coupe/ Convertible,,,
36656, 2023-07 ,SSANGYONG,AMD,Diesel,Coupe/ Convertible,,,
36657, 2023-07 ,SUBARU,AMD,Petrol,Coupe/ Convertible,,,
36658, 2023-07 ,SUBARU,AMD,Petrol-Electric,Coupe/ Convertible,,,
